mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,filename,spectral_centroids,zero_crossings,subject_id,age,gender,native_language
-394.0567932,158.7785797,30.90606499,19.49370384,8.096547127,5.584053516,-19.41073418,-4.260661602,-0.931083024,-9.231508255,1.875691891,7.854986668,1.246338367,-1.206607938,-3.744257927,-2.064017773,-9.092873573,-0.273992389,1.155968189,-8.319999695,2116_hindi_nonscripted_0.wav,1007.039137,0.045735124,2116,28,cis man,hindi
-422.8469849,149.0931854,39.57513428,22.80614853,8.068266869,11.17789555,-10.76995564,-7.060483932,-3.551980019,-8.656082153,-4.547861576,1.844821095,2.0536201,-0.781204998,-4.712275505,0.798471272,-4.027197838,3.920849562,4.969415188,-4.061933041,2116_hindi_nonscripted_1.wav,1026.705001,0.040392802,2116,28,cis man,hindi
-357.7565308,141.3933868,29.31361008,22.81311226,5.194900513,7.566296101,-23.21367645,-8.448393822,-2.386965513,-12.17329025,-5.543680191,3.761101723,-4.776354313,-2.783957005,-1.062837005,0.028715853,-4.840171337,0.618286967,-3.898675442,-2.252990723,2116_hindi_scripted_2.wav,1161.887154,0.04868617,2116,28,cis man,hindi
-386.335907,137.5957031,43.90764999,27.17675018,12.91614056,9.913111687,-15.49715614,-6.812068939,-4.099649429,-14.98972416,-6.232028008,-1.002310038,-4.524734974,-3.06286335,-4.224784374,-1.689009428,-3.907658815,3.793323755,1.845420837,-0.479133278,2116_hindi_scripted_3.wav,1001.861223,0.040252519,2116,28,cis man,hindi
-433.881897,155.1038513,29.42587662,26.45503616,14.77861214,8.954620361,1.693126917,-4.107227325,1.171321988,-3.474974155,-7.300385475,8.699501038,-3.732852459,-5.56150341,5.670177937,-4.166768074,-1.794746399,-0.442864925,-0.733110607,-3.08654356,2117_hindi_nonscripted_0.wav,811.1445253,0.030038377,2117,21,cis man,hindi
-469.7356262,177.320694,21.19814873,34.21083069,15.33126068,10.31704998,0.725679576,3.064689398,3.692156076,0.958271623,-6.97653389,9.84790802,-2.711936235,-2.570179701,7.057325363,-4.774981499,0.911721706,1.66127193,1.646217823,-3.91306901,2117_hindi_nonscripted_1.wav,758.3500872,0.027761183,2117,21,cis man,hindi
-443.280365,161.6441956,19.7369957,34.36699295,12.21095371,15.76746941,-5.388737202,2.104561567,2.33552289,-0.809547305,-9.228837967,6.431880951,-4.660462856,-6.235636234,3.983246088,-3.616117954,1.648142576,0.36298269,2.064840078,-2.774056673,2117_hindi_scripted_2.wav,940.2115958,0.03523701,2117,21,cis man,hindi
-447.8146973,158.2629089,33.95278168,29.09946251,16.87665939,10.88704205,-3.560833693,-3.19727397,3.498347998,-1.925599933,-9.184912682,5.637987614,-0.234213427,-4.650450706,2.208503008,-3.764665365,-0.160598457,-0.602354288,0.139088511,-1.728909135,2117_hindi_scripted_3.wav,824.9179921,0.031282603,2117,21,cis man,hindi
-467.0523682,162.29039,22.09923363,23.41643333,19.51563835,6.763546944,-1.205919266,2.823783159,3.594069004,11.81290436,6.037946224,1.984120011,3.908994436,-1.784136057,0.162107229,-0.711848438,-0.359856665,-0.111081466,1.090512514,0.100029789,2118_hindi_nonscripted_0.wav,743.4147137,0.024524759,2118,32,cis man,english (india)
-480.2909546,174.3600922,-1.639260769,43.50088882,9.48678875,5.957235813,4.328519344,-0.92014581,2.591057301,11.17711067,3.945307493,4.822363377,1.992524028,4.184213161,3.046545744,1.530389905,3.674407005,1.054770947,3.485576391,1.74262917,2118_hindi_nonscripted_1.wav,840.3200518,0.024971414,2118,32,cis man,english (india)
-441.1162109,162.7868805,11.00493813,44.59960175,14.17787266,-0.507955194,0.354968876,0.514104724,5.698292255,-0.862276793,6.138442039,0.127389982,2.325106859,0.761493504,-2.087359667,5.933792114,-7.728692532,5.694182396,-3.117483616,0.196757734,2118_hindi_scripted_2.wav,896.2988156,0.033634388,2118,32,cis man,english (india)
-440.0592041,160.7516327,-2.012205362,44.85817337,15.68811798,-7.326241493,9.888084412,-1.055630922,1.052779198,-1.161029935,2.285813332,3.812960863,2.34041214,-0.809790194,-3.345443249,5.600879192,-4.658662796,7.635731697,-4.760158539,0.541321397,2118_hindi_scripted_3.wav,1037.830225,0.040638718,2118,32,cis man,english (india)
-351.9022217,144.1062012,15.58311462,10.12017727,6.512147427,0.973468423,-13.33143711,-5.419188499,-5.386669159,-6.14116478,2.228488922,5.646967888,1.967364788,-0.226975232,2.638286829,2.528413534,-5.135793686,-1.517605186,-0.53534627,-5.864889145,2119_hindi_nonscripted_0.wav,935.0446576,0.043970105,2119,27,cis man,hindi
-351.9857178,144.2982178,18.82009888,10.93012047,9.791857719,5.889723778,-16.70083237,-5.314023495,-2.895770788,-9.007253647,-0.387538761,2.733831167,-0.418115258,-5.593173027,-2.972147465,2.079409122,-1.640822172,-0.537279904,1.171640158,-2.528265715,2119_hindi_nonscripted_1.wav,1009.090808,0.04379632,2119,27,cis man,hindi
-346.8268738,139.0212555,18.13085365,18.19216919,14.46756744,3.800008535,-18.63802528,-7.576439857,-4.013095856,-8.634635925,-2.387524605,4.181075573,-3.325696468,-9.008115768,-2.062355042,2.362521172,-3.098405361,0.313393712,-0.023146596,-1.821235299,2119_hindi_scripted_2.wav,1011.02702,0.042549847,2119,27,cis man,hindi
-353.0197144,134.3334961,26.39600563,17.27752304,8.11537075,8.224184036,-18.22640038,-5.48987627,-2.738425732,-11.37979317,-8.320906639,0.836388469,-1.801359892,-3.602057457,1.935589433,2.738260746,-3.863705873,-1.773744464,1.451445103,-1.853450894,2119_hindi_scripted_3.wav,1015.606935,0.04014592,2119,27,cis man,hindi
-376.9007568,146.7498779,26.15938568,23.29058456,17.09698105,2.083034992,-4.457135677,-3.19351244,-4.43322897,2.143831968,-11.54751968,-3.620825768,-1.80539763,-2.809847832,3.975220203,-6.262107372,-9.032125473,7.988528728,-4.761279583,-3.203371286,2120_hindi_nonscripted_0.wav,944.5876254,0.038035214,2120,30,cis man,hindi
-429.8490906,152.315918,35.08356857,29.84151649,23.88799858,14.29445934,-1.88706851,-5.538978577,0.620332479,0.5604164,-5.902103424,5.169063568,-4.32571125,-4.657645702,0.399887592,-2.961595535,-8.837142944,3.65849638,-2.906395197,-0.936159492,2120_hindi_nonscripted_1.wav,795.0248258,0.0248178,2120,30,cis man,hindi
-399.2330017,149.7583923,22.35791397,22.84922981,17.00626755,9.111429214,-2.74711585,-4.4111166,-7.731098652,-3.308539152,-9.717888832,1.44364357,0.412586153,-2.312136889,1.022048593,0.651102245,-10.79597664,7.034150124,-3.041360855,-6.286795139,2120_hindi_scripted_2.wav,926.8022188,0.03671027,2120,30,cis man,hindi
-437.350708,148.4770203,39.99684143,33.716259,26.44494438,9.740350723,-3.542636871,-6.072068691,-0.524812102,-1.732605577,-8.936364174,6.058684826,2.734509945,-1.907008886,0.666010678,-0.312277317,-7.792789936,2.737420321,-2.170462608,-3.09811306,2120_hindi_scripted_3.wav,767.2193988,0.025946151,2120,30,cis man,hindi
-466.4731445,169.8899841,38.35691833,40.94907379,13.34602165,-2.975814342,5.577236176,-2.406754732,-0.461120397,5.385009289,4.529304504,-0.42444104,-6.045811653,-0.064284898,-2.216324568,-0.424499184,-2.120264292,2.513689518,1.165657282,0.334181219,2121_hindi_nonscripted_0.wav,633.408775,0.025877432,2121,22,cis man,english (india)
-476.2804565,170.5215759,32.88130569,41.08412933,12.2444334,-2.682816744,5.911009312,-1.375589013,-0.782904983,4.983996391,5.746933937,2.363149166,-3.492246389,2.75134182,-0.212387219,3.068315268,-3.686135769,1.934908748,-1.147682071,0.144744024,2121_hindi_nonscripted_1.wav,707.3437381,0.026615099,2121,22,cis man,english (india)
-427.4607239,164.0098267,36.50847244,39.98815918,12.82299709,-5.9441576,-0.233914569,-4.489103317,-1.132087708,-0.174396455,-1.022509813,4.302798748,-0.063822418,-1.990032554,-0.254737407,4.423145294,-3.802773714,5.384005547,-2.094099998,1.949013948,2121_hindi_scripted_2.wav,717.8940536,0.028383187,2121,22,cis man,english (india)
-453.1187134,168.133194,38.5411911,40.59631348,18.68827248,-6.03738308,-4.095822334,-4.416972637,1.66336751,-0.312048882,-2.150473118,2.246646404,-0.502407968,2.072780371,3.371118546,4.267377377,-3.010596275,2.943287373,-1.650096297,1.455647469,2121_hindi_scripted_3.wav,671.0869335,0.027879124,2121,22,cis man,english (india)
-344.6470947,149.0790405,1.727903008,28.37468338,13.05337715,-8.389253616,1.643673658,-14.84208298,-12.76566219,12.45448017,-7.431137562,0.790466487,-2.074710369,-7.112838745,5.099831581,-4.450398922,-8.894060135,10.80983353,-6.267618179,-2.090482712,2122_hindi_nonscripted_0.wav,1102.311135,0.045099145,2122,23,cis man,hindi
-384.7488098,153.0425262,13.0184679,31.7718277,18.80919647,-1.913503885,3.76701498,-10.87497902,-9.662784576,9.287685394,-5.078825951,-1.614079833,-0.70913291,-3.111179113,-1.256382465,-2.263869047,-10.65014172,1.276308656,-1.491524696,-0.853011072,2122_hindi_nonscripted_1.wav,924.8663222,0.033566297,2122,23,cis man,hindi
-330.9039612,126.3181229,8.151920319,33.02246475,18.25240517,-5.215987682,-5.12171936,-10.57457638,-16.57245827,9.627334595,-6.746185303,0.026834588,-1.064626098,-4.690888405,3.477842093,0.855385959,-8.924070358,7.582859993,-1.945906639,-3.784498692,2122_hindi_scripted_2.wav,1286.264227,0.048397393,2122,23,cis man,hindi
-339.9356995,140.2149048,15.25703716,33.54420853,16.2009182,-3.799690723,-1.738722563,-15.26585007,-11.31743717,6.721632957,-14.23275089,0.469369769,-2.331738949,-3.01808095,1.40436399,-5.392967224,-8.403497696,5.319585323,-5.457847118,-0.408608913,2122_hindi_scripted_3.wav,1087.372696,0.041190765,2122,23,cis man,hindi
-415.0527954,175.980011,6.068955898,31.47140694,9.686445236,10.45644569,1.32258904,-3.03189373,12.77252769,-17.08325577,2.637306452,0.603625774,-7.616622448,0.317195892,-8.219270706,7.974072933,-7.608719349,3.005563021,-1.918573022,5.101034164,2123_hindi_nonscripted_0.wav,862.0758415,0.031547005,2123,26,cis man,hindi
-394.0881042,168.8182068,13.11732197,18.10856438,10.16694641,11.42111683,-6.500023842,-0.27395469,1.570452452,-8.43924427,-2.161617756,6.35323143,-3.286106825,1.801644206,-1.515596032,0.066319063,4.908158779,-2.573352098,2.035526037,0.879424393,2123_hindi_nonscripted_1.wav,903.5959851,0.039389574,2123,26,cis man,hindi
-372.0040283,168.7064209,7.599281788,28.12329483,10.16476154,15.12048244,-8.917001724,-14.68939495,4.590452194,-16.16677666,-2.433789253,0.366468191,-0.892988443,3.128332376,-5.182995319,5.411401749,-5.386621475,4.410626888,-2.607132673,-1.099316955,2123_hindi_scripted_2.wav,933.0900584,0.039959248,2123,26,cis man,hindi
-373.5379333,175.4352722,6.780594826,30.48265076,6.894283772,11.3517952,-11.32586002,-11.46573067,7.561188698,-20.88935089,0.284888327,5.001220226,-1.305734634,3.024751663,-7.911188126,9.168031693,-7.564936638,5.178972721,-1.237433434,3.700972557,2123_hindi_scripted_3.wav,935.901743,0.041810708,2123,26,cis man,hindi
-476.9382019,146.4768677,40.29840088,41.38166046,24.31461716,-0.415955871,-1.346716523,-8.59338665,-11.14045143,1.232286453,0.134971395,3.399868488,3.703853607,-3.392840147,2.808956146,2.145068645,-0.170731932,5.925114155,-0.754796922,-4.042995453,2124_hindi_nonscripted_0.wav,628.9713413,0.026713062,2124,21,cis man,hindi
-487.8322449,145.2099609,45.72750854,39.20658493,24.07382965,-0.351844281,-5.495912075,-8.706916809,-3.486482859,2.025917292,0.013334955,4.291801453,6.229964256,0.332832396,-0.381777793,-0.215458557,-0.672821343,5.949670792,-0.288417101,-0.776119173,2124_hindi_nonscripted_1.wav,592.5802423,0.024726699,2124,21,cis man,hindi
-466.9570618,155.6272888,41.49201202,42.7321701,24.27332878,2.32510519,-3.27846384,-10.82794571,-13.98643208,0.343815625,-0.35223937,0.878009498,-0.930177689,-5.927546501,5.363270283,3.289448261,-6.385047913,3.327351093,2.624195337,-0.446354687,2124_hindi_scripted_2.wav,641.5876895,0.02847334,2124,21,cis man,hindi
-459.6120605,120.1630783,48.2740097,37.7264061,26.93256378,4.051558018,-5.700066566,-6.475722313,-4.678013325,-3.236559868,-1.586467147,2.335768223,2.673735142,0.776474774,3.481189013,2.529075146,-2.825711727,2.210176229,3.346767664,2.105754137,2124_hindi_scripted_3.wav,641.521052,0.027359424,2124,21,cis man,hindi
-439.6291504,157.2975616,10.79240704,36.26051331,22.99476624,6.279816628,0.130699277,0.560655177,-10.89607716,-0.181984901,1.830010653,4.996022224,4.963407516,-8.003460884,-0.817868829,5.784843445,-8.407474518,5.013602257,-3.211804628,-5.485187054,2125_hindi_nonscripted_0.wav,998.2578131,0.043354893,2125,31,cis man,hindi
-444.4385376,151.7207947,20.11592293,33.91106415,18.34948158,8.455043793,-8.273113251,-0.535095334,-3.281929255,2.709114552,3.27079463,8.56124115,8.268151283,-3.836555719,1.260357141,5.307752609,-4.671517372,1.051605821,-3.998138905,-3.288307905,2125_hindi_nonscripted_1.wav,968.2710169,0.037560497,2125,31,cis man,hindi
-447.4412537,145.6826782,24.17563057,30.7725563,25.25927925,9.188947678,-1.051166058,-2.587873936,-9.565794945,-5.763293743,0.075312912,2.949387312,4.144784927,-3.094045401,-10.51502132,1.438592434,-3.39314127,0.84633714,3.534404039,-4.617594242,2125_hindi_scripted_2.wav,905.7199509,0.037981817,2125,31,cis man,hindi
-431.9241943,148.5937195,24.20252037,39.19504929,24.80924797,7.616899014,-12.29374027,-4.738461971,-3.972588062,-5.63388586,2.976757526,4.031369686,6.053668022,2.173497677,-10.93615818,7.105989933,1.186511636,-2.03671813,4.703810692,-4.615914822,2125_hindi_scripted_3.wav,954.2472606,0.038419102,2125,31,cis man,hindi
-397.362793,136.246994,3.278654814,30.35258293,9.738563538,-1.018218875,-6.966050625,-5.913107872,2.336952686,4.405644894,2.042725563,8.991942406,-8.769939423,10.05150604,-1.660845399,2.110043526,-1.070184946,-1.366167903,-4.487455845,-1.684110641,2126_hindi_nonscripted_0.wav,1196.663827,0.052801813,2126,24,cis woman,hindi
-385.2974243,141.6777954,-0.495284736,27.46138954,3.241939783,0.31583783,-4.179358959,-9.915275574,4.761908054,0.215866581,2.370311737,4.867555618,-11.93951416,9.699163437,-0.73343575,1.358763814,-1.346081257,0.448252499,-5.612123013,-0.811404228,2126_hindi_nonscripted_1.wav,1155.984379,0.052410613,2126,24,cis woman,hindi
-427.4356689,151.4431,13.05654812,29.0343132,13.92778683,1.325660706,-7.951600075,-3.016204119,-1.165831089,3.066080332,3.804291964,9.035991669,-8.213427544,2.902447701,-2.137608051,-2.765037298,-3.997805357,-0.030915232,-3.159639835,1.007112503,2126_hindi_scripted_2.wav,1008.425462,0.041875697,2126,24,cis woman,hindi
-406.4296875,143.4139252,13.01437664,25.24494553,11.25204659,-6.730962276,-12.12116623,-1.110023856,1.557620764,4.228633404,3.952306986,6.717467785,-4.377262592,3.464149475,-0.827310622,-4.769456863,-2.570303917,1.39054513,-1.394099474,1.860046864,2126_hindi_scripted_3.wav,1055.614937,0.045697903,2126,24,cis woman,hindi
-457.7500916,156.5710297,8.224953651,25.70716476,11.67520428,-0.543239892,-4.932209969,2.755729675,3.351423264,4.86796236,-3.804308891,6.511285305,-3.73436451,5.760982513,6.761631966,-5.66946888,0.794934034,-4.249229431,-2.897139788,-3.934671879,2127_hindi_nonscripted_0.wav,1111.72466,0.052712025,2127,21,cis woman,hindi
-453.0255127,157.5699615,10.93255329,37.83989334,14.59278965,-8.890790939,-2.215998411,-2.910211325,7.191035748,-5.158582211,-0.449178338,4.540691376,-1.989684105,5.132774353,2.068451643,1.34143889,-2.824955702,0.481482089,-7.115021706,0.856363177,2127_hindi_nonscripted_1.wav,1004.932107,0.042610192,2127,21,cis woman,hindi
-367.5475159,141.9555359,-3.604252338,29.76550674,3.107262611,-16.58764839,-5.498878479,-6.740974426,4.709760189,-6.743481636,3.713922262,3.764024019,-9.827933311,4.818673611,1.640263557,-0.621778011,-0.734510422,-3.342258692,-10.77314281,3.933312178,2127_hindi_scripted_2.wav,1295.69899,0.062659601,2127,21,cis woman,hindi
-373.4398499,145.5481567,11.38425922,25.42598152,4.192048073,-9.384813309,-14.66003132,-6.650361061,-3.242734432,-0.940726697,-3.337913513,6.975521564,-9.942649841,-1.099798203,4.11160326,-10.93807125,4.654690742,-3.080165625,-8.513943672,-3.595057011,2127_hindi_scripted_3.wav,1109.191199,0.049304024,2127,21,cis woman,hindi
-413.0454407,159.5868835,34.31555557,26.95001221,7.639541149,-0.713271558,-8.925821304,-3.088331938,-0.51368928,-4.618210316,-7.460792542,1.021996617,-12.38669682,8.437721252,-1.722529411,-9.534707069,-0.404658854,1.251353264,-3.884649038,-3.90945673,2128_hindi_nonscripted_0.wav,990.612051,0.041202326,2128,28,cis woman,hindi
-436.795105,164.2586517,47.2338829,25.66648674,8.718130112,3.176328182,-8.571510315,-4.357628345,-4.035726547,-5.837177753,-5.101420879,3.134758949,-7.788133144,4.250065804,0.142906204,-7.300459385,-2.941411018,-0.866049528,-3.027378798,-4.584549427,2128_hindi_nonscripted_1.wav,826.8603525,0.033619875,2128,28,cis woman,hindi
-386.0255127,149.7998047,26.39221954,22.60289383,7.798153877,-0.554304898,-11.36935997,-0.623087227,-5.536474228,-4.885818481,-6.032306194,6.205383778,-9.494310379,6.20316124,1.731939793,-5.757267475,0.246238396,0.289236069,-3.584498644,-4.247354031,2128_hindi_scripted_2.wav,1174.854917,0.04810611,2128,28,cis woman,hindi
-421.1211548,153.8437042,36.66220856,27.65378761,10.59125328,5.969746113,-9.372633934,1.32553637,-6.579573154,-1.993290782,-5.746785641,5.559177876,-10.77165985,6.347923756,0.973135471,-7.757575512,0.147848591,-1.734272003,-2.411077499,-1.618421674,2128_hindi_scripted_3.wav,1029.019978,0.037715667,2128,28,cis woman,hindi
-400.9400635,183.9917145,17.8361721,13.99333763,14.92257595,5.570136547,-21.560709,-8.254335403,-6.57582283,-9.734575272,0.249175772,0.542062521,-1.908843994,-3.689942122,-6.067603111,3.16524744,-6.50201273,-6.107983112,1.090967178,-5.854084492,2129_hindi_nonscripted_0.wav,787.2925476,0.037423915,2129,21,cis man,hindi
-437.8102417,166.8655396,32.18861389,15.86712646,15.42908669,4.385706902,-19.18684769,-2.974856853,-2.460501194,-6.43078804,-2.585325241,0.03639029,-3.317999601,-2.755671024,-1.928775072,1.848140121,-3.000165701,-3.880026579,-0.64417088,-5.391322613,2129_hindi_nonscripted_1.wav,864.9271367,0.03764142,2129,21,cis man,hindi
-365.3456116,171.8992004,11.04422665,22.18421936,15.69264984,0.568370938,-20.14170456,-4.17259264,-14.6849966,-9.804890633,-1.047811747,-0.221264645,-1.360610723,-7.380588055,-5.847895145,-1.252977014,-9.602152824,-3.825266838,-0.411311239,-8.828005791,2129_hindi_scripted_2.wav,860.11174,0.03854034,2129,21,cis man,hindi
-356.0228882,160.2244415,16.7123642,19.65705109,13.20009995,-0.825743318,-22.9997139,-8.632472038,-7.617082119,-12.50827026,-5.479753971,-2.550586462,-1.035830498,-2.871230364,-5.73618412,-1.067581534,-3.476182938,-4.075890064,-2.48720026,-5.628798485,2129_hindi_scripted_3.wav,857.9927725,0.039774678,2129,21,cis man,hindi
-311.4633789,141.4329834,-1.803851604,20.80300522,4.732868195,-9.616764069,-13.78657818,0.903044045,-2.013318539,3.930769205,-9.546946526,-5.111300945,-9.556159019,2.458651781,-11.15161133,-2.822685003,-4.514604568,-6.689530373,-7.310079098,-1.008635998,2130_hindi_nonscripted_0.wav,1236.010619,0.051721213,2130,24,cis woman,english (india)
-321.9197998,135.1227722,5.140994549,25.04839516,8.007894516,-9.048809052,-11.73130989,7.416657925,4.139311314,2.148814201,-8.049863815,-1.764480352,-6.745295525,1.044918656,-9.108330727,-1.908342004,-2.084349632,-3.657191038,-7.574064732,-0.944951117,2130_hindi_nonscripted_1.wav,1264.692888,0.050520967,2130,24,cis woman,english (india)
-324.950531,149.0139008,3.630046129,23.38306999,4.458614826,-13.42203999,-10.83860779,1.680710673,-3.167659283,4.726564884,-4.873571873,-5.185648918,-10.57145691,1.529961109,-9.154873848,-5.750643253,-4.497550488,-4.711043835,-10.65970039,1.1490345,2130_hindi_scripted_2.wav,1112.929534,0.045947513,2130,24,cis woman,english (india)
-331.007019,146.5418854,4.174509048,26.67063141,7.744998932,-12.8478632,-13.05766869,4.209425926,0.384528786,1.073940516,-9.954087257,3.094152689,-7.317419529,2.359791994,-7.125498772,-1.262071013,-2.128236294,-2.213150024,-8.854605675,1.08361423,2130_hindi_scripted_3.wav,1184.374724,0.049061321,2130,24,cis woman,english (india)
-412.6706848,150.4910889,-7.74470377,35.90189362,3.245381832,-1.297662854,-9.213031769,-5.324681282,11.76924133,1.370942116,-3.145875216,7.225174904,-2.927776814,6.698461533,-0.552438378,-6.256320477,7.751517773,-6.649805069,-8.012783051,-1.073415399,2131_hindi_nonscripted_0.wav,1260.068233,0.061611844,2131,24,cis woman,hindi
-424.9789734,153.491745,1.722981453,39.45059967,0.960188687,1.757497311,-2.915484667,-8.104349136,8.656980515,4.45487833,-7.701705933,2.645517349,-3.26035428,2.160400391,-2.282944202,-7.211152554,5.174413204,-5.044995785,-6.084466457,-1.838371634,2131_hindi_nonscripted_1.wav,1140.474001,0.050710432,2131,24,cis woman,hindi
-396.5079041,148.1362305,-14.55158329,39.82201767,-1.560430765,-4.88764143,1.310549378,-9.429760933,8.833525658,8.335103035,1.138727903,4.935183525,-4.901679516,6.649310112,-1.831127048,-12.71327114,1.104361892,-6.187060356,-1.731343508,3.221649408,2131_hindi_scripted_2.wav,1313.401494,0.066125653,2131,24,cis woman,hindi
-398.5438232,153.0728455,-1.381169319,34.92259216,1.227867365,-3.556563139,0.016564826,-5.984394073,7.701718807,3.027910948,-4.437920094,-1.370478392,-9.600505829,3.089517355,-1.263015985,-8.545726776,3.099206686,-5.163265228,-6.942499161,-2.793190956,2131_hindi_scripted_3.wav,1127.239674,0.051879497,2131,24,cis woman,hindi
-447.2513123,160.063858,38.25198364,16.27594948,13.48512363,6.009507656,-9.825445175,-5.533535957,-4.978214264,2.782643557,-3.972251892,4.366153717,-3.556156397,2.937385798,-3.624132872,-1.527873039,-6.466197968,-1.941547751,-3.108837843,-4.557546139,2132_hindi_nonscripted_0.wav,1031.82969,0.039533179,2132,30,cis man,hindi
-464.9310303,157.5725861,42.40771103,13.34388924,11.34758949,6.321142673,-9.349907875,-7.194975853,-3.387831211,2.676696301,-0.673887372,4.35922575,-3.048026323,2.624090672,-0.89852941,-2.730813503,-4.12926054,-2.819368601,-3.692043066,-4.895161629,2132_hindi_nonscripted_1.wav,976.7019585,0.038490279,2132,30,cis man,hindi
-409.1951904,145.3075256,38.74346542,18.12366104,12.08759499,4.24171114,-10.78047371,-8.196128845,-4.569831371,-1.426008105,-4.426693916,2.859919548,-3.687532187,1.074786544,0.27450034,-0.470131516,-4.319788456,0.476483375,-1.941593289,-4.337701797,2132_hindi_scripted_2.wav,1117.297688,0.044868275,2132,30,cis man,hindi
-429.2499695,154.8119812,39.17081833,17.54504585,13.37149334,3.877381086,-13.39956665,-7.814046383,-5.935130119,-1.389149308,-6.081047058,3.75728178,-3.933474779,0.950353205,-2.133336067,-3.209775925,-5.522085667,-2.685261726,-3.107879877,-2.808322668,2132_hindi_scripted_3.wav,1043.719209,0.041706968,2132,30,cis man,hindi
-438.3184814,156.1222076,18.88816833,32.26854324,7.744668007,6.619112492,-2.511830091,-4.088859081,8.228832245,-9.406778336,4.117140293,-3.090391397,-6.996195793,3.853031397,-5.30706358,1.010291696,-4.098917961,-2.04219389,-3.4579494,-2.793016434,2133_hindi_nonscripted_0.wav,966.4223201,0.038283866,2133,22,cis woman,english (india)
-449.5188293,168.9819031,19.36163712,34.60240555,11.66764832,10.38373566,-1.564383388,3.240522385,5.430587292,-0.700213671,0.620523334,-0.823258162,-7.646931648,0.110402636,-3.128471375,-3.739644289,2.558329582,-3.323973894,-0.36571753,0.123270325,2133_hindi_nonscripted_1.wav,800.3413843,0.030778303,2133,22,cis woman,english (india)
-429.2263489,159.2759399,18.35917473,31.46657562,14.22756577,8.977453232,-1.85224092,-0.593096614,0.930163682,-2.467339039,2.442078352,0.396416277,-5.488288879,1.701421261,-1.372157574,-3.815372705,1.585730076,-2.674897194,-3.778796196,-4.67156601,2133_hindi_scripted_2.wav,858.3944473,0.033076765,2133,22,cis woman,english (india)
-447.8409729,165.9990234,17.8806324,41.91299438,13.49048233,1.057258964,-3.408189535,-3.320728064,8.187637329,-10.89768314,4.9975667,1.374349833,-5.873322964,3.657442331,-4.084216595,2.67215991,-3.380709887,1.89321208,-3.968985319,1.267016768,2133_hindi_scripted_3.wav,853.6277834,0.034110254,2133,22,cis woman,english (india)
-413.0836487,149.4924316,39.77800369,14.77779102,12.57819366,4.236012936,-9.978585243,-1.167933941,-5.451310635,-13.11824894,-5.638986111,5.725498676,-2.190079212,-8.470541,-5.014395714,-2.547270775,-3.328225851,1.851711631,0.998662949,-5.360414505,2134_hindi_nonscripted_0.wav,845.7644071,0.035740562,2134,24,cis man,hindi
-440.4328308,139.7382507,38.2160759,19.50142288,4.127593517,4.274221897,-10.11896992,-3.908603191,-2.136303902,-4.51686573,3.603455544,6.301542282,-3.062843561,-6.124012947,-4.821747303,3.596422195,-2.092651844,1.911139607,1.719868779,1.851056933,2134_hindi_nonscripted_1.wav,1061.593614,0.041444417,2134,24,cis man,hindi
-476.3763428,141.1824951,57.42193222,24.42878532,17.36394691,6.685322762,-8.867473602,-0.794353783,-4.359901905,-9.409134865,-6.805033207,6.356965542,-3.813403845,-5.445417404,-3.159789562,-1.404112935,-0.855328619,2.640011311,0.604471624,-3.526325464,2134_hindi_scripted_2.wav,892.0322539,0.033361053,2134,24,cis man,hindi
-421.3486633,128.4750366,38.37136459,28.26684952,4.72145462,5.515591621,-14.95246696,-11.281744,0.371623367,-4.948307991,-5.007306099,4.559971809,-0.715892613,-8.20868206,-2.731160641,2.717079878,-5.962615967,6.184580326,2.443801165,-4.124233723,2134_hindi_scripted_3.wav,1098.337967,0.04230999,2134,24,cis man,hindi
-399.3668823,151.1308289,6.20860672,38.92144775,15.17531776,-6.556856632,2.569008112,6.235388756,-3.57718277,-4.545680523,-0.628425896,2.64689374,-0.342785716,0.188774258,0.107170254,-7.647559643,1.015972018,-0.390109152,-6.265687943,0.187769756,2135_hindi_nonscripted_0.wav,965.6035661,0.040572636,2135,22,cis woman,hindi
-415.2902527,143.3879852,22.27766037,38.9966011,15.66398144,1.196905851,-3.845308781,-0.777942359,-1.994099617,0.81975919,-1.89869678,-2.838440418,1.044834733,0.782562613,-0.681457937,-6.300740719,2.299125433,0.944887757,-5.574030399,-0.290107548,2135_hindi_nonscripted_1.wav,918.5905959,0.034453066,2135,22,cis woman,hindi
-406.4015198,146.2902069,6.278716087,36.79518127,10.39664936,-8.884345055,-3.646816492,3.622982979,-3.263978481,-4.334089279,8.497195244,-4.650976658,1.575016499,4.416003704,-4.572416782,-4.799074173,-4.332378864,-0.173145786,-8.464931488,-1.805160046,2135_hindi_scripted_2.wav,1117.509788,0.04926554,2135,22,cis woman,hindi
-389.6234131,142.2622375,19.42707825,32.99475479,12.20474815,0.063154109,-8.670144081,1.908330321,-3.366604328,-2.015942812,3.668964386,-6.273043633,-0.95919174,2.956907749,-1.064078569,-5.489347458,3.447462559,1.02517128,-6.500825405,1.475462914,2135_hindi_scripted_3.wav,1067.58494,0.041742875,2135,22,cis woman,hindi
