mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,filename,spectral_centroids,zero_crossings,subject_id,age,gender,native_language
-306.0756531,160.3294678,-6.692239761,23.39632797,-3.033559799,5.029168129,-8.195414543,-19.64780235,3.91065836,-17.35449219,2.696414709,8.95673275,-8.203654289,-2.632082224,-3.586893559,1.173103094,-18.21144295,6.955433846,-2.638288021,-5.660636902,2042_hindi_nonscripted_0.wav,1089.402016,0.050505363,2042,23,cis man,english (india)
-370.4868774,154.8094788,15.48662758,23.26375008,3.012163639,5.804981232,-9.884814262,-13.23268318,4.702474594,-13.43181801,0.870957673,5.824428082,-6.363577366,-3.659645319,-3.069858551,-1.988608956,-12.83225346,-0.437662184,-1.18613863,-4.022746086,2042_hindi_nonscripted_1.wav,936.5073711,0.041663527,2042,23,cis man,english (india)
-307.0263672,149.1761169,-0.731405735,29.04410172,0.708921969,8.280862808,-12.95125866,-23.63771439,7.327436924,-18.49804115,-2.10439086,7.290066719,-8.072218895,-3.198316813,-4.118636608,1.353097677,-14.58581734,7.128576756,-5.286458015,-4.893555164,2042_hindi_scripted_2.wav,1149.279168,0.049096786,2042,23,cis man,english (india)
-325.367157,141.9748993,9.654097557,30.95166016,1.230458498,6.301706314,-13.02848816,-21.13110542,9.370402336,-17.42504883,-7.827784538,5.979361534,-8.710532188,-8.024555206,-4.31319046,-0.474833339,-13.7577219,3.756841898,-0.65872395,-2.241012812,2042_hindi_scripted_3.wav,1109.400261,0.047568164,2042,23,cis man,english (india)
-407.132019,161.2490082,24.33218765,31.29398537,11.19872093,-0.584397614,4.698030949,-1.311087966,-3.906357527,7.107854843,-6.467207432,9.525065422,-0.561040938,-7.719457626,1.637276173,2.066001177,-7.132680893,3.576036215,0.366943926,1.313809037,2043_hindi_nonscripted_0.wav,851.2841167,0.036258312,2043,30,cis man,hindi
-407.3345337,160.0059967,31.49213982,30.22110367,9.953608513,-2.489804506,3.230151415,-7.412044048,-5.190595627,5.346195221,-2.674313545,7.278364658,-0.187535375,-4.849320889,0.064060174,-1.705401778,-7.332811356,0.771365583,0.720699072,0.426068276,2043_hindi_nonscripted_1.wav,785.1605748,0.035462406,2043,30,cis man,hindi
-370.7630005,145.5623474,11.58848953,39.35745239,8.557100296,-8.651890755,5.847306252,-4.3865695,-2.778172255,3.112418175,-13.60279274,10.81050968,-2.065680981,-1.579182863,5.077903271,2.655976057,-3.269292593,6.722202778,-1.132733822,-0.016118163,2043_hindi_scripted_2.wav,1132.595181,0.050210344,2043,30,cis man,hindi
-372.2593079,148.5043945,31.24385452,31.79240227,15.22358894,-2.182507277,-6.237761974,-7.147099018,-3.760047436,3.41533041,-9.082678795,5.202633381,-0.418722242,-7.621631622,-0.094544195,1.102828026,-10.99814034,4.281374454,2.911394596,-0.264623463,2043_hindi_scripted_3.wav,936.0879617,0.040369501,2043,30,cis man,hindi
-403.6056213,171.4920959,18.01222229,28.34427452,11.22887611,-3.547108412,-11.23002529,-14.5866909,-5.112888336,-13.2971468,-2.569325924,6.901013374,3.138323069,-3.388574362,1.505347013,4.140610218,-4.810168743,-0.852976084,-5.36803484,-2.878032684,2044_hindi_nonscripted_0.wav,827.5062915,0.04088026,2044,28,cis man,hindi
-413.0700684,173.9239197,10.77571487,30.51197815,11.35105896,4.41655302,-3.199376583,-12.21512222,-3.675472021,-8.235764503,-2.504849911,7.14219141,8.636210442,-7.093185425,-1.154396057,1.957211852,-9.746034622,0.885272563,-2.974544048,1.773485184,2044_hindi_nonscripted_1.wav,854.3645836,0.038493323,2044,28,cis man,hindi
-363.4114075,151.6497498,11.51608849,28.74658966,12.87085533,-2.389728785,-5.566661358,-10.43701553,-5.870635986,-10.148386,-3.729079247,2.496665001,4.726732254,-3.236265659,1.713078499,7.450722694,-8.349034309,-1.082178235,-5.509908676,-0.948792875,2044_hindi_scripted_2.wav,1006.102028,0.044373736,2044,28,cis man,hindi
-382.8233643,165.8290863,4.176897049,36.25272751,11.66822243,1.908167601,-6.659450054,-12.87491512,-5.005729675,-7.526567459,-1.666939139,3.350744724,7.888655663,-7.610100746,-1.854022384,4.671435356,-10.1188488,2.510549307,-3.735365391,1.419438362,2044_hindi_scripted_3.wav,962.5359908,0.042867437,2044,28,cis man,hindi
-574.458252,194.4328461,61.15552139,31.24566269,15.13639736,5.863289833,1.536665201,-1.515772581,0.287259698,1.039824009,3.095178366,5.85564518,1.851083636,0.241634712,1.42280674,0.654016256,-5.297906399,0.967526972,0.673410654,3.210433006,2045_hindi_nonscripted_0.wav,465.5070167,0.022468527,2045,22,cis man,hindi
-572.5556641,194.6413422,55.41320419,32.66789627,17.4931221,5.522698879,0.294210881,-3.031383753,1.269066811,2.099843264,2.663053274,5.319121838,-0.596207261,-2.103767395,0.994140625,2.169088364,-3.654201269,1.837589264,-0.159374654,1.714793205,2045_hindi_nonscripted_1.wav,483.2007562,0.022656176,2045,22,cis man,hindi
-502.7585144,153.5234222,44.09043503,39.73119354,20.18489647,7.22126627,-1.993381858,-3.242914915,-2.010189533,-2.004943371,-3.531665802,7.791335583,3.453120947,2.904407263,2.513841629,4.698274612,-3.41382575,3.75518775,-1.614012003,0.501612067,2045_hindi_scripted_2.wav,785.593784,0.029167681,2045,22,cis man,hindi
-512.9923706,164.6941223,45.64993668,37.35255814,24.63655663,9.262016296,-3.274245262,-7.31443882,-1.27005446,-2.4780128,-4.723666668,4.738874435,-0.4501912,-1.821422815,2.727784634,6.061359882,-1.482550144,4.220585823,2.353543758,2.805746555,2045_hindi_scripted_3.wav,638.5855187,0.026564699,2045,22,cis man,hindi
-410.2685242,151.1186066,14.25316525,29.75097084,5.542915344,-1.286073923,-1.637315512,-13.58215046,-1.169962645,-1.84577179,-1.502607226,10.40834522,-11.28616524,7.115511417,2.628551483,3.620320082,4.949680328,5.7203269,0.022574462,3.24139452,2046_hindi_nonscripted_0.wav,985.0621134,0.041291588,2046,21,cis man,hindi
-437.8946228,156.4663849,22.82498932,30.26985931,8.038841248,-1.552937627,-5.587412357,-11.55484676,-1.05591023,-1.234345913,-1.16864121,12.0395155,-4.684693813,8.594344139,5.221963882,0.685426354,1.023418069,3.488125563,-0.774421275,4.939066887,2046_hindi_nonscripted_1.wav,875.2434487,0.037854864,2046,21,cis man,hindi
-415.6926575,136.0494843,25.67824364,33.74912643,14.89642143,-2.769556046,-3.73783803,-10.17413712,-5.791706562,-0.98252207,-1.126985788,4.767463207,-9.936286926,3.620710135,8.645952225,2.578136206,4.484126091,6.280044556,-2.728891373,2.301569223,2046_hindi_scripted_2.wav,897.227838,0.037499905,2046,21,cis man,hindi
-434.1308594,148.1436005,29.63485909,31.94260979,13.56322002,-3.16012454,-9.599273682,-6.205165863,-3.189654827,-1.373502016,-3.460374832,4.032753468,-7.893360615,1.908931375,5.728134155,4.158044815,2.703720331,5.413079739,-1.524715424,2.321584702,2046_hindi_scripted_3.wav,825.7907881,0.03466669,2046,21,cis man,hindi
-476.6537476,151.4858551,45.66287613,35.32584381,20.3068943,4.442653656,1.992027044,6.741737366,-3.146833181,3.459419012,-1.959048152,1.984695792,-0.466248721,0.741244078,-2.31201458,0.698404968,-1.366726518,2.895504951,0.922808886,4.211558819,2047_hindi_nonscripted_0.wav,641.2383597,0.023358061,2047,24,cis man,hindi
-479.6526794,163.298996,46.16836929,32.06584167,16.58137512,7.138652325,-0.379889756,4.436717987,-4.772109032,2.502811909,-0.905818403,4.358551979,-1.369050622,2.883291721,-2.77105546,2.792070866,-3.906793356,0.391595513,0.960745692,5.753811359,2047_hindi_nonscripted_1.wav,666.9633734,0.024957005,2047,24,cis man,hindi
-441.5839539,154.7997894,30.00510216,33.96697235,19.04589653,7.549988747,-2.99800396,3.792726755,-3.438134432,1.427933693,-6.27630043,4.691504478,-2.939449549,1.31753695,0.452227503,3.24738884,-3.28484726,5.917226315,-0.680901468,1.225378394,2047_hindi_scripted_2.wav,844.9597468,0.037960796,2047,24,cis man,hindi
-459.8526917,155.307663,43.43712997,33.60238647,20.00912666,9.437111855,-3.684546232,-0.020934338,-0.177407458,-2.621326447,-4.855947495,4.015211105,-2.010954857,0.419817954,-4.66687727,-0.691327691,-2.286855459,3.187353373,0.898450792,3.247252464,2047_hindi_scripted_3.wav,685.7421289,0.026923428,2047,24,cis man,hindi
-514.6900635,144.585083,51.10026932,36.19148254,16.7643261,-0.164280728,-0.9949193,-0.879785419,1.921803236,-0.534162402,0.212550089,4.789060116,0.609306216,4.802110672,4.211493015,-0.53305763,-2.246146202,-0.333629698,-3.355024099,-0.159740955,2048_hindi_nonscripted_0.wav,615.1925988,0.02432889,2048,23,cis woman,hindi
-543.0432739,151.6086731,53.41474915,39.25317764,22.81371498,-2.093173504,-5.58344841,-1.676885247,2.700284958,3.116665363,1.228513122,6.127485752,1.801069498,4.523125172,-0.246849492,0.214346662,-0.878434241,-1.617039323,-5.606483459,2.752947807,2048_hindi_nonscripted_1.wav,630.8014623,0.023749511,2048,23,cis woman,hindi
-461.4824219,104.2812653,52.79590607,36.11865616,18.14572334,2.451522112,-1.092292428,-1.71548152,-1.476855874,0.2998873,2.00551033,4.116664886,0.801401675,2.271412373,1.030619144,-0.99708879,2.361157417,4.425848484,0.871146739,0.513814747,2048_hindi_scripted_2.wav,669.5226223,0.026545092,2048,23,cis woman,hindi
-506.2615356,137.7333527,50.15256882,33.56854248,19.01228714,-2.291728497,-7.593531132,-1.935381293,4.168678284,3.44649148,0.975825012,4.428765774,0.325351775,1.91834414,0.764601469,-0.295549542,2.747535944,5.657291412,-0.80451405,-0.912310719,2048_hindi_scripted_3.wav,652.9029431,0.027234419,2048,23,cis woman,hindi
-404.2850952,145.3604431,37.07667923,31.88398361,12.78204823,-1.718233824,-4.005690098,-4.711827755,2.662805319,3.971241236,0.405427843,4.882226467,-1.90254128,-3.696108341,-0.176507533,-0.708807826,-6.729232788,2.786504745,-2.321942329,0.261295587,2049_hindi_nonscripted_0.wav,871.1977606,0.035088488,2049,29,cis man,hindi
